 57.6991,  57.6991,  0,  0
 58.0425,  58.0425,  0,  0
 59.2318,  59.2318,  0,  0
 58.5076,  58.5076,  0,  0
 58.5968,  58.5968,  0,  0
 58.4887,  58.4887,  0,  0
 57.6066,  57.6066,  0,  0
 58.1558,  58.1558,  0,  0
 57.3196,  57.3196,  0,  0
 58.5024,  58.5024,  0,  0
 58.9345,  58.9345,  0,  0
 58.8637,  58.8637,  0,  0
 57.4567,  57.4567,  0,  0
 59.3049,  59.3049,  0,  0
 60.0351,  60.0351,  0,  0
 58.6056,  58.6056,  0,  0
 57.3135,  57.3135,  0,  0
 59.2882,  59.2882,  0,  0
 59.0202,  59.0202,  0,  0
 58.4257,  58.4257,  0,  0
 57.4859,  57.4859,  0,  0
 58.7734,  58.7734,  0,  0
 59.7939,  59.7939,  0,  0
 60.0109,  60.0109,  0,  0
 59.8319,  59.8319,  0,  0
 129.003,  129.003,  0,  0
 130.171,  130.171,  0,  0
 137.72,  137.72,  0,  0
 132.064,  132.064,  0,  0
 130.927,  130.927,  0,  0
 140.324,  140.324,  0,  0
 129.811,  129.811,  0,  0
 130.938,  130.938,  0,  0
 133.065,  133.065,  0,  0
 129.609,  129.609,  0,  0
 129.638,  129.638,  0,  0
 132.24,  132.24,  0,  0
 143.96,  143.96,  0,  0
 139.714,  139.714,  0,  0
 125.353,  125.353,  0,  0
 140.528,  140.528,  0,  0
 130.236,  130.236,  0,  0
 137.971,  137.971,  0,  0
 128.295,  128.295,  0,  0
 135.946,  135.946,  0,  0
 141.676,  141.676,  0,  0
 143.711,  143.711,  0,  0
 146.519,  146.519,  0,  0
 146.649,  146.649,  0,  0
 146.132,  146.132,  0,  0
 176.765,  176.765,  0,  0
 179.298,  179.298,  0,  0
 175.422,  175.422,  0,  0
 177.18,  177.18,  0,  0
 176.926,  176.926,  0,  0
 182.479,  182.479,  0,  0
 178.404,  178.404,  0,  0
 182.969,  182.969,  0,  0
 179.947,  179.947,  0,  0
 183.949,  183.949,  0,  0
 184.035,  184.035,  0,  0
 179.94,  179.94,  0,  0
 180.802,  180.802,  0,  0
 179.898,  179.898,  0,  0
 178.164,  178.164,  0,  0
 180.543,  180.543,  0,  0
 181.795,  181.795,  0,  0
 177.361,  177.361,  0,  0
 179.82,  179.82,  0,  0
 178.723,  178.723,  0,  0
 186.161,  186.161,  0,  0
 184.505,  184.505,  0,  0
 188.807,  188.807,  0,  0
 191.921,  191.921,  0,  0
 185.56,  185.56,  0,  0
 335.685,  335.685,  0,  0
 337.463,  337.463,  0,  0
 332.759,  332.759,  0,  0
 335.3,  335.3,  0,  0
 354.266,  354.266,  0,  0
 348.901,  348.901,  0,  0
 342.02,  342.02,  0,  0
 343.965,  343.965,  0,  0
 341.592,  341.592,  0,  0
 340.49,  340.49,  0,  0
 347.463,  347.463,  0,  0
 348.19,  348.19,  0,  0
 344.072,  344.072,  0,  0
 342.751,  342.751,  0,  0
 344.29,  344.29,  0,  0
 338.771,  338.771,  0,  0
 343.828,  343.828,  0,  0
 344.57,  344.57,  0,  0
 344.931,  344.931,  0,  0
 345.086,  345.086,  0,  0
 349.987,  349.987,  0,  0
 361.569,  361.569,  0,  0
 377.998,  377.998,  0,  0
 358.037,  358.037,  0,  0
 359.818,  359.818,  0,  0
