 70.5462,  70.5462,  0,  0
 73.586,  73.586,  0,  0
 73.6335,  73.6335,  0,  0
 69.1623,  69.1623,  0,  0
 77.8077,  77.8077,  0,  0
 177.629,  177.629,  0,  0
 175.968,  175.968,  0,  0
 190.918,  190.918,  0,  0
 173.063,  173.063,  0,  0
 188.613,  188.613,  0,  0
 239.753,  239.753,  0,  0
 229.039,  229.039,  0,  0
 233.094,  233.094,  0,  0
 238.19,  238.19,  0,  0
 241.174,  241.174,  0,  0
 462.326,  462.326,  0,  0
 454.947,  454.947,  0,  0
 446.492,  446.492,  0,  0
 459.15,  459.15,  0,  0
 453.809,  453.809,  0,  0
